Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.02,6017.91,6018.64,14.9711,8.30521,8.30163
50688,8192,2,6033.28,6032.56,6033.55,16.0389,9.55914,9.56197
50688,8192,3,6047.34,6050,6047.27,15.9784,9.54853,9.59307
50688,8192,5,6067.34,6073.72,6063.77,16.0027,9.63473,9.60127
50688,8192,10,6068.12,6072.6,6075.15,16.245,9.79845,9.78587
50688,8192,12,6096.64,6093.59,6093.96,16.2848,9.8541,9.86039
50688,8192,20,6058.02,6058.48,6074.95,16.4401,10.0593,10.197
50688,8192,30,6112.98,6073.51,6060.34,16.7724,10.4576,10.1893
50688,8192,50,6151.26,6152.45,6108.58,17.1966,10.8354,10.6013
50688,8192,80,6220.05,6210.21,6080.66,17.9006,11.5889,11.0419
50688,8192,100,6202.85,6220.19,6095.47,18.4358,12.1426,11.389
50688,8192,200,6677.47,6669.02,6106.23,20.7028,14.6289,12.864
