Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,145.332,143.086,145.297,12.3704,6.81656,6.94457
768,8192,2,153.926,151.762,153.289,13.5318,8.47849,8.57569
768,8192,3,166.086,170.336,166.32,14.354,9.50689,8.97747
768,8192,5,191.875,198.723,199.09,16.5146,12.1002,12.0949
768,8192,10,240.836,260.492,255.898,26.122,19.4774,19.8402
768,8192,12,284.336,279.938,281.512,27.0975,23.4146,20.3311
768,8192,20,367.004,367.281,278.496,33.9774,31.3624,26.6926
768,8192,30,442.766,444.02,298.051,41.6513,40.3237,35.4724
768,8192,50,586.992,588.816,289.82,50.0667,48.5552,40.5988
768,8192,80,670.645,746.996,287.738,59.3953,54.1062,48.0443
768,8192,100,761.18,738.957,284.605,63.138,60.5726,53.5081
768,8192,200,942.012,1053.75,299.047,64.8619,70.1073,66.1417
