Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1336.19,1335.18,1334.18,14.5785,8.20001,8.17969
10752,8192,2,1333.32,1333.62,1331.75,15.8141,9.65575,9.48135
10752,8192,3,1347.3,1345.62,1343.88,15.8572,9.76934,9.7125
10752,8192,5,1351.98,1355,1353.77,16.0648,9.80868,10.1409
10752,8192,10,1361.84,1353.87,1355.26,16.9071,10.7214,10.8223
10752,8192,12,1368.88,1370.67,1370.27,17.171,11.111,11.071
10752,8192,20,1375.56,1375.39,1382.87,18.1081,12.1874,12.113
10752,8192,30,1407.87,1407.64,1379.97,19.212,14.2821,12.72
10752,8192,50,1577.8,1604.09,1393.62,21.6569,16.2873,14.3122
10752,8192,80,1869.09,1831.93,1389.49,24.6313,19.3509,16.9542
10752,8192,100,1998.32,2010.06,1394.04,27.233,21.0189,18.2505
10752,8192,200,2833.41,2805.17,1410.76,35.3348,30.8459,25.5537
