Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3676.1,3676.29,3677.41,14.8981,8.2732,8.29021
30720,8192,2,3692.21,3691.88,3690.14,15.8801,9.56277,9.55957
30720,8192,3,3704.89,3700.51,3704.86,16.0087,9.65772,9.59057
30720,8192,5,3690.66,3692.31,3692.54,15.9906,9.74705,9.75026
30720,8192,10,3709.36,3720.84,3712.13,16.3447,10.0361,10.0119
30720,8192,12,3738.3,3734.05,3744.04,16.4031,10.0346,10.0015
30720,8192,20,3730.02,3733.08,3711.07,16.7073,10.4417,10.467
30720,8192,30,3727.52,3734.46,3739.71,17.1587,10.9392,10.7872
30720,8192,50,3773.79,3772.48,3751.43,18.0523,11.7436,11.4033
30720,8192,80,3856.63,3862.43,3729.76,19.2396,13.186,12.2395
30720,8192,100,3895.17,3887.8,3750.13,20.1696,14.0601,12.6743
30720,8192,200,4797.57,4801.8,3750.56,23.7616,17.9849,15.1634
