Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1333.46,1335.46,1335.66,14.6531,8.31946,8.17228
10752,8192,2,1333.39,1332.68,1333.6,15.8346,9.51539,9.57404
10752,8192,3,1347.25,1348.11,1347.23,15.9408,9.64133,9.71912
10752,8192,5,1339.5,1357.23,1339.91,16.1062,9.81667,9.75976
10752,8192,10,1364.51,1370.76,1353.97,17.0166,10.7644,11.0298
10752,8192,12,1367.65,1357.78,1371.26,17.3137,11.034,11.2213
10752,8192,20,1374.55,1366.6,1380.95,18.1583,12.0688,11.8435
10752,8192,30,1413.38,1421.93,1373.68,19.1414,13.435,12.913
10752,8192,50,1566.66,1571.01,1396.8,21.5939,15.8955,14.5015
10752,8192,80,1856.57,1846.3,1382.86,25.0349,19.5003,17.0866
10752,8192,100,2002.79,2024.48,1395.3,27.1875,21.3645,18.299
10752,8192,200,2806.98,2807.86,1415.04,34.9332,30.7248,25.3636
