Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3676.41,3676.98,3675.79,14.8707,8.2782,8.27549
30720,8192,2,3689.62,3690.36,3690.27,15.9699,9.6165,9.69987
30720,8192,3,3702.75,3702.22,3703.66,15.9731,9.58028,10.4902
30720,8192,5,3698.63,3692.43,3691.32,16.0652,9.74671,9.68306
30720,8192,10,3710.21,3721.31,3708.4,16.2813,9.99553,10.0483
30720,8192,12,3737.49,3739.84,3743.04,16.4434,10.0963,10.2073
30720,8192,20,3728.2,3731.66,3718.48,16.7438,10.4831,10.4128
30720,8192,30,3729.25,3735.02,3741.87,17.1743,10.9621,10.7816
30720,8192,50,3781.21,3768.75,3757.02,18.0109,11.6963,11.3008
30720,8192,80,3854.63,3828.75,3732.27,19.2102,13.1162,12.3139
30720,8192,100,3873.44,3915.57,3743.91,20.1105,13.9121,12.6742
30720,8192,200,4815.51,4808.2,3749.28,23.6674,18.0939,15.1828
