Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6019.11,6018.59,6019.91,15.0004,8.29909,8.29576
50688,8192,2,6033.17,6033.18,6034.01,16.0041,9.6152,9.49206
50688,8192,3,6045.1,6046.57,6044.08,16.0562,9.6124,9.64219
50688,8192,5,6074.29,6066.51,6071.57,16.0376,9.62883,9.63482
50688,8192,10,6079.02,6066,6067.75,16.2112,9.8106,9.77975
50688,8192,12,6102.31,6100.88,6088.57,16.6092,9.84362,9.84271
50688,8192,20,6055.53,6056.4,6073.34,16.4628,10.1365,10.0848
50688,8192,30,6075.2,6084.88,6059.5,16.606,10.4028,10.2518
50688,8192,50,6146.75,6148.48,6112.01,17.2258,10.8298,10.5707
50688,8192,80,6175.05,6169.45,6076.28,17.9046,11.5803,11.0725
50688,8192,100,6264.44,6212.07,6092.71,18.5871,12.2585,11.33
50688,8192,200,6682.37,6691.18,6108.92,20.7023,14.6143,13.0009
