Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,144.953,145.422,145.352,12.2226,6.77824,6.94308
768,8192,2,150.469,153.711,152.539,13.6004,8.47491,8.45978
768,8192,3,163,170.555,167.809,15.7873,8.88292,9.85035
768,8192,5,192.465,190.168,187.75,16.8112,12.3677,11.752
768,8192,10,251.461,252.902,260.035,26.2113,24.7764,19.556
768,8192,12,285.652,283.02,292.441,28.5283,22.9408,136.469
768,8192,20,362.242,367.305,280.652,34.9357,29.5652,27.0735
768,8192,30,449.293,454.684,283.012,41.4742,40.2528,36.1113
768,8192,50,526.168,559.57,287.148,53.922,46.7958,40.7998
768,8192,80,626.691,702.801,295.723,59.2071,52.2907,47.7991
768,8192,100,795.238,759.66,289.613,58.3965,63.1086,54.3935
768,8192,200,1120.9,1311.63,297.906,66.4213,67.4522,66.0085
