Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.81,6018.03,6018.81,14.9872,8.29798,8.29321
50688,8192,2,6033.83,6032.02,6033.73,15.9893,9.54819,9.56895
50688,8192,3,6046.95,6044.62,6053.68,16.0577,9.49774,9.57697
50688,8192,5,6061.73,6074.67,6070.1,16.0408,9.59377,9.59569
50688,8192,10,6078.29,6079.95,6067.82,16.1756,9.77166,9.75201
50688,8192,12,6045.86,6103.89,6087.71,16.2921,9.77724,9.92777
50688,8192,20,6060.32,6060.08,6074.77,16.4574,10.1344,10.0398
50688,8192,30,6071.84,6078.47,6054.55,16.7556,10.3486,10.2911
50688,8192,50,6147.51,6147.57,6110.85,17.2487,10.8573,10.6009
50688,8192,80,6165.85,6213.46,6097.94,17.9972,11.6762,11.0518
50688,8192,100,6260.41,6211.32,6115.19,18.5154,12.1181,11.3558
50688,8192,200,6671.56,6649.11,6105.68,20.658,14.7253,12.9338
