Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
30720,8192,1,0.002,43.62,42.947,41.731
30720,8192,2,0.002,34.004,33.538,33.536
30720,8192,3,0.002,33.851,33.509,33.508
30720,8192,5,0.002,33.839,33.571,33.503
30720,8192,10,0.002,33.932,33.575,33.614
30720,8192,12,0.002,34.053,33.763,33.583
30720,8192,20,0.002,34.095,34.086,33.827
30720,8192,30,0.003,34.341,34.05,34.083
30720,8192,50,0.003,34.757,34.377,34.155
30720,8192,80,0.003,35.647,35.244,34.676
30720,8192,100,0.004,36.144,35.924,34.882
30720,8192,200,0.007,39.582,39.32,36.403
