Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,143.109,143.066,145.262,12.4187,6.78851,6.79192
768,8192,2,149.418,152.805,156.426,13.4056,10.6024,8.50694
768,8192,3,166.863,170.289,169.531,14.0936,9.7169,9.36535
768,8192,5,194.965,195.355,194.703,17.428,11.946,11.9123
768,8192,10,267.559,266.516,259.926,25.3724,19.8157,20.2447
768,8192,12,286.547,271.883,273.723,28.0027,23.8843,22.5122
768,8192,20,348.871,363.047,285.691,37.6123,29.3909,28.9141
768,8192,30,452.332,456.199,291.875,42.6151,37.7292,35.1403
768,8192,50,550.199,546.574,283.785,49.0896,45.6501,40.5055
768,8192,80,669.57,651.656,294.34,55.1005,56.8163,51.9403
768,8192,100,765.227,745.848,288.953,62.6818,63.7624,53.5887
768,8192,200,1033.23,997.324,293.184,62.9392,73.7936,62.7172
