Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.32,6019.54,6018.57,14.9844,8.29765,8.2963
50688,8192,2,6033.22,6033.46,6032.1,15.9752,9.49591,9.52195
50688,8192,3,6048.69,6049.06,6049.96,16.0401,9.57927,9.57971
50688,8192,5,6065.41,6071.78,6064.29,15.9866,9.58845,9.61831
50688,8192,10,6075.98,6065.53,6065.95,16.1883,9.78338,9.83964
50688,8192,12,6092.96,6094.7,6103,16.3224,9.85596,9.88588
50688,8192,20,6056.95,6060.52,6074.38,16.4929,10.1358,10.0015
50688,8192,30,6075.64,6084.13,6059.8,16.6896,10.3996,10.2372
50688,8192,50,6152.73,6145.53,6097.67,17.1348,10.88,10.5908
50688,8192,80,6215.8,6209.04,6081.75,17.9079,11.8504,11.12
50688,8192,100,6196.14,6260.44,6095.08,18.462,12.0425,11.3156
50688,8192,200,6685.69,6697.17,6098.98,20.638,14.6993,12.9984
