Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,427.719,427.445,428.758,14.0068,7.91501,7.89463
3072,8192,2,433.133,433.352,435.301,15.2184,9.31847,9.44672
3072,8192,3,434.863,436.312,443.766,15.9188,9.46161,9.59033
3072,8192,5,439.328,444.184,437.691,16.0784,10.3569,10.2815
3072,8192,10,461.398,473.602,476.32,18.8524,13.0524,13.1849
3072,8192,12,501.875,503.051,497.988,20.4124,14.7281,14.0427
3072,8192,20,586.059,587.562,486.34,22.8467,16.907,16.5941
3072,8192,30,660.836,671.109,509.121,26.4811,21.1477,20.1906
3072,8192,50,803.957,820.969,507.898,32.8186,27.4649,24.2075
3072,8192,80,985.004,998.805,509.906,41.5338,34.6633,31.6722
3072,8192,100,1157.83,1172.91,519.051,45.5585,41.3783,35.361
3072,8192,200,1655.96,1512.62,518.539,54.084,55.5064,48.656
