Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3675.46,3676.78,3676.59,14.8781,8.28505,8.27489
30720,8192,2,3690.14,3692.8,3693.45,15.9233,9.59302,9.64024
30720,8192,3,3700.15,3703.54,3702.57,16.0226,9.72586,9.63088
30720,8192,5,3691.89,3692.02,3695.44,15.9992,9.7418,9.7079
30720,8192,10,3713.98,3705.77,3711.83,16.4196,9.98076,10.0631
30720,8192,12,3728.13,3723.53,3745.43,16.4251,10.0957,10.0806
30720,8192,20,3731.62,3728.77,3712.62,16.7154,10.4898,10.3755
30720,8192,30,3751.69,3733.16,3735.31,17.1939,10.9828,10.712
30720,8192,50,3772.88,3786.06,3753.87,17.9827,11.8652,11.3414
30720,8192,80,3847.29,3848.41,3737.54,19.3387,13.3074,12.1759
30720,8192,100,3901.27,3895.29,3748.53,20.032,13.999,12.762
30720,8192,200,4798.72,4806.45,3749.15,23.672,18.04,15.2996
