Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.48,6019.46,6019.91,14.9885,8.29451,8.28951
50688,8192,2,6032.73,6032.38,6033.7,16.0529,9.53942,9.52848
50688,8192,3,6046.45,6045.65,6045.9,16.0161,9.52604,9.57594
50688,8192,5,6069.07,6068.54,6069.63,16.1343,9.66376,9.63309
50688,8192,10,6066.91,6076.27,6068.14,16.2959,9.79169,9.74452
50688,8192,12,6096.46,6098.39,6099.8,16.3148,9.8089,9.94476
50688,8192,20,6104.51,6057.57,6073.69,16.3966,10.0469,9.98832
50688,8192,30,6077.57,6079.54,6054.21,16.8111,10.282,10.1317
50688,8192,50,6147.91,6134.87,6111.45,17.2237,10.8811,10.5464
50688,8192,80,6222.82,6165.36,6071.93,17.96,11.6235,11.0663
50688,8192,100,6209.33,6215.6,6096.78,18.389,12.1376,11.3132
50688,8192,200,6681.08,6670.04,6106.3,20.6736,14.6616,12.8355
