Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,425.902,428.836,429.02,14.123,7.88237,7.89812
3072,8192,2,433.836,434.988,435.707,15.2662,9.37779,9.57629
3072,8192,3,432.914,436.828,433.812,15.5299,9.8452,17.9471
3072,8192,5,447.547,438.641,443.992,16.3552,10.205,10.3196
3072,8192,10,479.152,455.488,473.695,18.9842,13.5201,13.0225
3072,8192,12,506.195,507.211,486.996,19.565,14.0525,13.5427
3072,8192,20,585.285,583.176,501.602,22.6325,17.2619,16.1833
3072,8192,30,682.766,668.91,507.516,25.6372,20.675,19.5004
3072,8192,50,824.398,804.789,502.156,31.5384,26.8589,24.8945
3072,8192,80,996.812,1005.47,500.059,39.3678,35.3537,31.7557
3072,8192,100,1124.62,1176.57,503.715,43.6454,39.9001,36.034
3072,8192,200,1696.81,1635.19,506.18,51.2501,55.7376,48.4358
