Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6016.27,6018.32,6016.8,14.9662,8.29604,8.2946
50688,8192,2,6033.14,6032.44,6035.32,16.0494,9.56097,9.57007
50688,8192,3,6047.44,6045.8,6047.39,15.9988,9.59942,9.57051
50688,8192,5,6072.81,6071.46,6071.91,16.0937,9.60021,9.56641
50688,8192,10,6068.89,6067.52,6069.32,16.1964,9.77735,9.79102
50688,8192,12,6102.39,6093.29,6090.29,16.3301,9.93383,9.886
50688,8192,20,6060.35,6055.83,6072.76,16.381,10.1383,10.0199
50688,8192,30,6080.53,6066.8,6067.68,16.6801,10.3598,10.2165
50688,8192,50,6153.52,6161.66,6100.92,17.185,10.9063,10.6507
50688,8192,80,6211.68,6170.51,6066.69,17.9988,11.6277,11.0189
50688,8192,100,6209.05,6197.77,6099.9,18.3234,12.1378,11.4552
50688,8192,200,6656.68,6653.93,6106.73,20.7117,14.6835,12.8446
