Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,425.617,427.824,426.844,14.1711,7.89929,7.93848
3072,8192,2,433.496,431.336,431.996,15.4238,9.19374,9.24553
3072,8192,3,431.105,437.543,436.992,15.5511,9.43348,9.84145
3072,8192,5,437.707,441.965,444.051,16.4491,10.7044,10.4028
3072,8192,10,487.715,461.25,474.152,18.7522,13.119,13.0612
3072,8192,12,499.375,494.66,505.18,19.744,16.6854,13.6088
3072,8192,20,574.137,575.406,478.039,22.4087,15.3602,16.1699
3072,8192,30,665.738,659.121,509.141,25.7652,19.4792,19.12
3072,8192,50,813.715,850.398,495.75,31.3138,25.7073,23.8498
3072,8192,80,994.543,997.32,504.633,39.3004,33.3031,32.7327
3072,8192,100,1165,1142.32,505.496,42.2481,39.5205,38.6088
3072,8192,200,1581.82,1664.3,496.02,46.7239,49.4222,44.8792
