Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,974.328,973.523,974.609,14.5278,8.12886,8.14473
7680,8192,2,972.445,975.363,977.746,15.6202,9.4424,9.51588
7680,8192,3,980.289,980.723,980.637,15.5568,9.77322,9.58607
7680,8192,5,985.379,988.727,993.117,16.0945,9.90266,9.99449
7680,8192,10,996.906,989.164,999.426,17.3227,11.2654,11.176
7680,8192,12,1001.35,997.605,1006.88,17.5904,11.7259,11.5877
7680,8192,20,1021.24,1022.52,1008.09,19.2085,12.8321,12.435
7680,8192,30,1126.37,1125,1020.32,20.7257,14.8055,13.9447
7680,8192,50,1318.72,1282.26,1014.43,23.3941,17.7383,15.9556
7680,8192,80,1538.34,1540.54,1021.85,28.1214,22.6906,19.7371
7680,8192,100,1715.05,1719.16,1015.68,30.651,25.5845,21.4933
7680,8192,200,2454.55,2521.75,1046.42,41.2942,36.8997,30.7643
