Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.66,1335.73,1336.38,14.6356,8.20482,8.19619
10752,8192,2,1333.14,1334.54,1335.55,16.3253,9.4722,9.70763
10752,8192,3,1349.55,1345.01,1346.36,15.8424,9.67557,9.98025
10752,8192,5,1339.81,1343.76,1355.52,16.2007,9.75642,9.9208
10752,8192,10,1356.62,1364.53,1362.58,16.8082,10.6704,10.7657
10752,8192,12,1370.05,1370.29,1373,17.4587,11.0566,11.2918
10752,8192,20,1378.16,1375.73,1378.95,18.0718,12.1511,11.8389
10752,8192,30,1415.35,1412.36,1382.66,19.3049,13.3557,12.686
10752,8192,50,1565.51,1586.27,1389.85,21.4106,15.666,14.6802
10752,8192,80,1847.17,1838.94,1382.73,24.6249,19.3558,16.4729
10752,8192,100,2032.89,2006.53,1392.38,27.1021,21.1561,17.9947
10752,8192,200,2798.02,2809.05,1401.11,34.8901,30.3467,25.4567
