Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
10752,8192,1,0.002,14.397,14.2,14.487
10752,8192,2,0.002,11.376,11.23,11.307
10752,8192,3,0.002,11.236,11.173,11.13
10752,8192,5,0.002,11.227,11.089,11.131
10752,8192,10,0.002,11.308,11.233,11.15
10752,8192,12,0.002,11.325,11.213,11.245
10752,8192,20,0.002,11.638,11.43,11.435
10752,8192,30,0.002,11.733,11.611,11.532
10752,8192,50,0.002,12.26,12.162,11.801
10752,8192,80,0.003,12.919,12.831,12.195
10752,8192,100,0.004,13.575,13.33,12.386
10752,8192,200,0.006,16.848,17.103,13.679
