Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
50688,8192,1,0.002,74.33,72.722,72.604
50688,8192,2,0.002,59.166,58.558,58.624
50688,8192,3,0.003,59.179,58.288,58.361
50688,8192,5,0.002,59.138,58.361,58.441
50688,8192,10,0.002,59.339,58.57,58.582
50688,8192,12,0.002,58.94,58.597,58.499
50688,8192,20,0.002,59.915,58.848,58.976
50688,8192,30,0.003,59.624,59.16,58.882
50688,8192,50,0.002,60.17,59.607,59.32
50688,8192,80,0.003,61.105,61.236,59.817
50688,8192,100,0.004,61.868,61.847,60.212
50688,8192,200,0.007,65.95,64.529,61.837
