Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
10752,8192,1,0.001,14.465,14.364,14.315
10752,8192,2,0.002,11.341,11.299,11.253
10752,8192,3,0.002,11.302,11.097,11.113
10752,8192,5,0.002,11.224,11.331,11.228
10752,8192,10,0.002,11.308,11.121,11.223
10752,8192,12,0.002,11.344,11.273,11.284
10752,8192,20,0.002,11.623,11.46,11.404
10752,8192,30,0.002,11.825,11.8,11.543
10752,8192,50,0.003,12.194,12.135,11.822
10752,8192,80,0.003,13.237,12.959,12.182
10752,8192,100,0.003,13.403,13.35,12.471
10752,8192,200,0.006,16.881,16.979,13.737
