Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,144.965,142.773,145.688,12.5823,6.84425,6.93919
768,8192,2,153.949,152.402,155.301,13.5645,8.48945,8.20211
768,8192,3,166.387,165.574,168.84,15.3051,10.0539,9.56781
768,8192,5,194.074,198.965,191.863,17.963,11.4929,11.3326
768,8192,10,247.656,254.645,257.059,25.3336,27.0408,19.6803
768,8192,12,267.832,284.066,276.004,28.9384,23.5912,23.0167
768,8192,20,363.805,370.109,291.387,32.7471,30.0139,33.8533
768,8192,30,450.785,455.922,298.52,39.8627,37.4674,35.3281
768,8192,50,578.645,526.43,286.613,51.1823,47.0402,41.1841
768,8192,80,788.598,742.664,297.27,55.5839,52.5896,50.1341
768,8192,100,753.473,737.137,287.508,60.4118,59.1547,53.7271
768,8192,200,963.031,1090.16,296.133,63.0954,70.914,63.2422
