Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,973.754,974.074,975.117,14.5655,8.13258,8.12414
7680,8192,2,975.992,975.273,976.527,15.7101,9.64391,9.47311
7680,8192,3,979.273,975.832,976.715,15.9451,9.72094,9.66342
7680,8192,5,986.996,988.789,985.637,15.9496,10.0122,9.93478
7680,8192,10,1000.24,996.242,1000.22,17.4036,11.0695,11.2282
7680,8192,12,1012.3,1005.99,1009.61,18.0371,11.7417,11.7399
7680,8192,20,1029.99,1026.06,1014.52,19.5132,13.0577,12.6023
7680,8192,30,1132.21,1126.06,1021.26,20.7602,14.6671,14.2724
7680,8192,50,1309.45,1279.18,1010.47,23.9267,17.9252,16.5632
7680,8192,80,1532.41,1547.02,1032.21,27.9938,22.6044,19.9921
7680,8192,100,1707.14,1716.23,1031.18,30.8119,25.397,21.5865
7680,8192,200,2408.09,2463.49,1043.38,40.6977,36.5918,30.6753
