Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3674.97,3675.53,3675.86,14.8856,8.27115,8.28479
30720,8192,2,3690.05,3691.52,3689.5,15.9332,9.59566,9.59793
30720,8192,3,3703.57,3704.48,3709.26,16.0079,9.64112,9.6559
30720,8192,5,3690.37,3691.24,3693.45,16.0038,9.63042,9.70184
30720,8192,10,3719.02,3708.33,3712.37,16.3746,10.0058,9.995
30720,8192,12,3694.01,3742.7,3743.23,16.4165,10.1682,10.1161
30720,8192,20,3732.27,3731.95,3704.65,16.6798,10.495,10.4325
30720,8192,30,3727.66,3728.92,3724.32,17.1921,10.8084,10.7411
30720,8192,50,3778.13,3768.2,3756.93,17.9997,11.8179,11.3421
30720,8192,80,3855.91,3852.35,3736.23,19.1946,13.0649,12.3309
30720,8192,100,3890.97,3906.03,3732.59,20.115,13.8454,12.6862
30720,8192,200,4809.93,4799.65,3752.53,23.6103,17.9439,15.2207
