Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,426.945,425.379,429.078,14.0775,7.87834,7.86209
3072,8192,2,432.969,433.301,430.145,15.3985,10.0337,9.31016
3072,8192,3,433.094,435.023,435.883,15.6837,9.86226,9.69898
3072,8192,5,438.512,443.074,446.324,16.0879,10.5149,10.5762
3072,8192,10,479.211,471.203,469.922,19.0252,12.9939,12.6
3072,8192,12,495.203,488.016,495.574,24.4421,13.829,13.9905
3072,8192,20,580.156,583.805,481.316,23.0271,16.7034,16.0638
3072,8192,30,664.023,680.359,516.41,26.2794,19.7607,19.8074
3072,8192,50,800.645,830.758,505.441,33.1072,27.1762,24.6532
3072,8192,80,1005,1027.8,501.684,38.6714,34.7538,32.435
3072,8192,100,1136.97,1147.87,511.504,43.3098,39.9125,35.965
3072,8192,200,1610.38,1658.67,523.418,51.3376,54.8121,48.2792
