Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
50688,8192,1,0.002,74.268,72.149,72.302
50688,8192,2,0.002,59.471,58.677,58.771
50688,8192,3,0.002,59.88,58.927,58.73
50688,8192,5,0.002,59.015,58.668,58.873
50688,8192,10,0.002,59.084,58.464,58.482
50688,8192,12,0.002,59.201,58.619,58.583
50688,8192,20,0.002,59.427,59.093,59.314
50688,8192,30,0.003,59.666,59.274,59.071
50688,8192,50,0.003,60.15,59.72,59.226
50688,8192,80,0.003,60.964,60.515,59.731
50688,8192,100,0.004,61.791,61.536,60.348
50688,8192,200,0.006,65.142,64.682,61.909
