Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,144.742,145.164,143.473,12.4336,6.85419,6.93514
768,8192,2,153.723,153.285,156.785,13.783,8.48705,8.28356
768,8192,3,170.066,166.691,168.613,15.1192,9.60281,9.34851
768,8192,5,187.957,187.262,199.75,17.3419,11.9345,11.2364
768,8192,10,260.168,250.465,252.418,24.7667,19.0386,20.4814
768,8192,12,278.867,291.035,276.887,28.5039,24.04,24.2983
768,8192,20,349.488,364.434,276.25,35.8484,33.6679,27.042
768,8192,30,450.031,462.59,296.043,41.6251,37.1548,36.3875
768,8192,50,540.203,563.859,293.754,50.616,45.9726,40.8564
768,8192,80,639.621,695.758,283.102,58.8354,55.9478,51.9495
768,8192,100,753.758,719.902,295.867,59.8843,60.5015,56.1129
768,8192,200,1290.25,1344,300.07,61.2553,66.9243,62.1435
