Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,973.707,974.285,975.016,14.5423,8.13978,8.13203
7680,8192,2,974.941,976.324,977.176,15.8171,9.51261,9.54538
7680,8192,3,975.617,975.992,976.309,15.8138,9.784,9.78618
7680,8192,5,991.926,988.938,988.684,16.2039,9.96439,10.054
7680,8192,10,1009.62,1000.6,1007.5,17.5674,11.2512,11.2434
7680,8192,12,1012.96,1012.16,1001.69,17.7772,12.047,11.7362
7680,8192,20,1014.39,1025.72,1019.12,19.257,13.2504,12.7121
7680,8192,30,1106.09,1119.81,1013.9,20.6396,14.8315,14.1367
7680,8192,50,1279.89,1293.29,1017.22,23.7412,17.945,16.378
7680,8192,80,1538.29,1551.48,1026.16,27.5964,22.3855,19.5893
7680,8192,100,1702.78,1711.5,1022.71,30.4583,25.1272,21.0343
7680,8192,200,2417.65,2452.88,1046.35,39.8642,37.0605,31.5027
