Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,425.645,428.504,426.945,14.169,7.92073,9.27945
3072,8192,2,435.07,431.824,433.539,15.2419,9.23054,9.35099
3072,8192,3,432.754,433.539,434.281,15.6191,9.78548,9.96172
3072,8192,5,443.66,447.496,444.434,16.1333,10.2713,10.4335
3072,8192,10,471.789,473.453,476.562,19.0498,12.9981,13.0906
3072,8192,12,497.598,507.922,508.863,20.1083,14.71,14.043
3072,8192,20,576.836,582.797,495.703,22.7792,17.3012,16.846
3072,8192,30,668.297,679.344,508.824,25.9213,20.3796,19.3686
3072,8192,50,816.984,804.539,513.855,32.3838,27.7151,24.4595
3072,8192,80,984.273,991.871,496.219,40.101,35.941,31.1595
3072,8192,100,1132.27,1162.29,515.613,44.0783,40.7304,35.8019
3072,8192,200,1679.89,1743.69,507.832,55.4083,52.4307,48.8553
