Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.33,1332.61,1336.8,14.6623,8.19756,8.19218
10752,8192,2,1332.53,1333.42,1335.22,15.7826,9.62908,9.60207
10752,8192,3,1350.46,1350.02,1347.03,15.8719,9.7335,9.61355
10752,8192,5,1341.97,1353.88,1355.55,16.051,9.84197,9.92814
10752,8192,10,1357.12,1359.03,1355.35,16.9754,10.7306,10.7282
10752,8192,12,1358.87,1361.43,1373.55,17.2747,11.1885,11.158
10752,8192,20,1376.22,1373.42,1380.86,18.0666,12.032,11.6991
10752,8192,30,1412.47,1418.55,1379.93,19.3336,13.3681,12.8067
10752,8192,50,1571.14,1578.96,1384.65,21.6334,15.8046,14.4628
10752,8192,80,1830.36,1837.73,1390.53,25.144,19.2392,16.7998
10752,8192,100,2000.16,2022.05,1385.71,26.7601,21.3401,18.1643
10752,8192,200,2821.52,2851.12,1414.95,35.0837,30.7101,25.2607
