Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3676.31,3675.37,3677.36,14.867,8.28181,8.28087
30720,8192,2,3692.08,3691.81,3692.15,15.9742,9.61656,9.61863
30720,8192,3,3708.52,3702.29,3707.23,15.9543,9.67393,9.67065
30720,8192,5,3690.66,3691.48,3694.29,16.0519,9.70514,9.70374
30720,8192,10,3713.59,3716.01,3717.77,16.2922,10.0693,9.95728
30720,8192,12,3738.3,3738.61,3738.96,16.4066,10.162,10.1291
30720,8192,20,3728.88,3729.9,3717.18,16.8096,10.4209,10.3415
30720,8192,30,3729.58,3731.06,3735.48,17.1552,10.9942,10.7281
30720,8192,50,3786.88,3774.9,3754.76,17.9724,11.8978,11.3706
30720,8192,80,3848.98,3855.07,3730.89,19.3251,13.1789,12.3111
30720,8192,100,3886.55,3884.27,3746.68,20.0888,14.0036,12.7406
30720,8192,200,4796.66,4822.17,3742.41,23.7851,18.186,15.3313
