Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.54,6018.41,6018.72,14.9906,8.30254,8.3007
50688,8192,2,6033.85,6031.69,6033.63,16.0436,9.54789,9.52793
50688,8192,3,6046.76,6046.27,6044.98,16.0787,9.53633,9.54906
50688,8192,5,6069.34,6071.09,6066.81,16.1147,9.59505,9.61451
50688,8192,10,6071.34,6076.9,6079.15,16.2111,10.3041,9.78175
50688,8192,12,6086.74,6104.36,6109.81,16.2768,9.88921,9.85341
50688,8192,20,6103.54,6057.55,6078.85,16.4365,10.0841,10.0947
50688,8192,30,6081.14,6075.81,6061.72,16.7622,10.3589,10.2295
50688,8192,50,6157.83,6161.58,6104.87,17.2462,10.8757,10.5691
50688,8192,80,6165.75,6165.29,6091.82,17.9849,11.6429,11.1301
50688,8192,100,6210,6207.79,6098.68,18.268,12.1552,11.4954
50688,8192,200,6667.92,6728.57,6106.64,20.6734,14.7486,12.9311
