Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,143.109,145.039,145.512,12.452,6.79535,6.97835
768,8192,2,153.879,152.672,153.383,14.3954,8.77152,8.46558
768,8192,3,168.555,171.352,167.41,13.9638,9.59167,9.2729
768,8192,5,197.535,191.277,187.98,16.7889,11.5206,11.076
768,8192,10,253.695,265.441,260.219,25.3696,19.658,19.188
768,8192,12,283.836,280.02,287.066,28.6379,23.896,23.3546
768,8192,20,368.465,352.02,276.289,33.4785,31.2348,27.6467
768,8192,30,437.891,457.859,285.582,43.5057,37.9638,35.3586
768,8192,50,555.473,572.312,285.977,47.7969,48.8413,39.9592
768,8192,80,681.293,632.074,290.07,57.9386,57.0684,47.4931
768,8192,100,744.359,742.754,287.148,63.297,61.1967,54.4554
768,8192,200,1010.55,1061.18,296,63.4029,74.6129,64.9703
