Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3675.2,3676.89,3676.9,14.878,8.28492,8.28159
30720,8192,2,3691.72,3692.82,3691.97,15.993,9.56186,9.56094
30720,8192,3,3703.27,3704.91,3708.8,16.0861,9.63839,9.61742
30720,8192,5,3690.61,3688.24,3695.87,16.0694,9.65629,9.69194
30720,8192,10,3720,3711.77,3721.73,16.321,9.99931,9.97389
30720,8192,12,3728.44,3740.23,3737.15,16.3853,10.0734,10.1106
30720,8192,20,3729.06,3736.62,3714.83,16.7474,10.4522,10.3776
30720,8192,30,3732.23,3751.35,3742.22,17.239,10.9766,10.7907
30720,8192,50,3775.7,3778.54,3754.6,17.9928,11.8711,11.3239
30720,8192,80,3852.22,3855,3763.3,19.2797,13.1491,12.0895
30720,8192,100,3882.12,3898.16,3745.41,20.0724,13.9406,12.6963
30720,8192,200,4797.57,4822.96,3754.99,23.7844,17.9669,15.4023
