Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1334.11,1335.28,1335.82,14.6554,8.19189,8.21487
10752,8192,2,1330.73,1334.19,1334.44,15.7948,9.5182,9.61593
10752,8192,3,1348.8,1350.54,1344.56,15.8844,9.69495,9.72834
10752,8192,5,1341.89,1352.51,1343.82,16.1769,9.84846,9.87813
10752,8192,10,1365.47,1363.89,1356.89,16.7764,10.6841,10.6289
10752,8192,12,1366.4,1369.29,1369.33,17.3158,11.1973,11.2021
10752,8192,20,1374.3,1374.68,1381.3,18.2232,12.2847,11.847
10752,8192,30,1391.61,1415.47,1371.54,19.428,13.3833,12.6737
10752,8192,50,1570.39,1570.22,1385.86,21.8853,15.6357,14.7896
10752,8192,80,1827.46,1827.93,1375.13,24.8306,19.205,16.9391
10752,8192,100,2009.16,2004.84,1381.07,26.7209,21.0866,18.2561
10752,8192,200,2812.3,2826.82,1400.93,34.1776,30.6687,25.2522
