Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
10752,8192,1,0.002,14.482,14.271,14.313
10752,8192,2,0.002,11.412,11.308,11.356
10752,8192,3,0.002,11.265,11.211,11.12
10752,8192,5,0.002,11.205,11.117,11.116
10752,8192,10,0.002,11.379,11.534,11.551
10752,8192,12,0.002,11.991,11.742,11.598
10752,8192,20,0.002,11.638,11.534,11.514
10752,8192,30,0.002,12.171,13.158,12.034
10752,8192,50,0.003,12.576,12.582,11.957
10752,8192,80,0.003,13.225,13.112,12.246
10752,8192,100,0.003,13.865,14.379,12.743
10752,8192,200,0.006,17.159,17.029,14.132
