Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,144.836,142.895,143.922,12.2342,6.85837,6.88274
768,8192,2,151.801,152.609,152.922,14.314,8.83735,8.97629
768,8192,3,168.5,164.695,167.324,15.5094,9.92761,9.9996
768,8192,5,195.055,186.742,194.871,17.2294,12.029,12.1308
768,8192,10,261.566,254,259.074,25.3259,20.3046,20.7116
768,8192,12,291.59,269.641,280.203,26.9083,22.4574,23.8482
768,8192,20,366.633,367.234,296.598,34.297,31.0547,27.0211
768,8192,30,449.789,442.738,291.281,44.0282,39.0022,33.9184
768,8192,50,568.332,559.852,286.91,51.1238,109.877,40.6476
768,8192,80,681.668,665.414,292.352,56.2929,55.7555,49.8732
768,8192,100,741.742,795.434,281.762,59.0706,58.4784,56.2566
768,8192,200,930.527,1019.69,293.938,65.5733,70.6069,64.6545
