Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.55,6017.98,6018.68,14.9609,8.29622,8.29704
50688,8192,2,6032.22,6034.42,6034.71,16.0565,9.52605,9.56622
50688,8192,3,6049.2,6050.7,6046.19,16.064,9.5835,9.55167
50688,8192,5,6069.62,6069.64,6070.89,16.1702,9.66223,9.55948
50688,8192,10,6068.32,6066.48,6077.81,16.1841,9.83785,9.94037
50688,8192,12,6098.75,6091.37,6101.61,16.3383,9.90385,9.89578
50688,8192,20,6057.88,6057,6083.94,16.5039,10.1018,10.0017
50688,8192,30,6120.32,6084.56,6057.24,16.7631,10.327,10.1459
50688,8192,50,6153.34,6161.83,6113.12,17.1587,10.8133,10.5707
50688,8192,80,6212.56,6211.52,6089.18,17.9787,11.6488,11.0491
50688,8192,100,6213.43,6205.26,6101.63,18.3006,12.1221,11.4474
50688,8192,200,6672.65,6675.14,6105.44,20.713,14.5428,12.961
