Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1332.99,1335.04,1336.57,14.6566,8.20265,8.19844
10752,8192,2,1333.55,1331.75,1335.57,15.9432,9.54634,9.67035
10752,8192,3,1345.82,1344.8,1349.07,15.8407,9.73475,9.65079
10752,8192,5,1338.69,1353.47,1358.83,15.9617,9.84052,9.88849
10752,8192,10,1364.63,1356.09,1365.81,16.8944,10.7245,10.7345
10752,8192,12,1358.82,1373.34,1373.26,17.2494,11.1018,10.9153
10752,8192,20,1378.3,1377.9,1381.65,18.3725,12.2045,11.8606
10752,8192,30,1395.81,1416.02,1375.52,19.0269,13.3392,12.7512
10752,8192,50,1573.82,1575.82,1395.83,21.6409,15.702,14.6156
10752,8192,80,1848.98,1841.97,1382.91,24.8858,19.0983,16.8711
10752,8192,100,1997.93,2028.53,1390.26,27.1354,21.2799,18.1567
10752,8192,200,2828.35,2846.23,1413.13,35.3753,30.7097,25.6344
