Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3674.93,3676.23,3676.77,14.8561,8.28186,8.2774
30720,8192,2,3690.63,3689.81,3691.8,15.8925,9.54811,9.55695
30720,8192,3,3705.96,3701.55,3703.68,15.968,9.58568,9.69947
30720,8192,5,3694.1,3689.84,3687.25,16.0828,9.73508,9.85079
30720,8192,10,3719.18,3718.38,3710.99,16.303,10.0693,10.0238
30720,8192,12,3740.78,3740.06,3747.05,16.4047,10.1349,10.1219
30720,8192,20,3730.11,3713.74,3710.3,16.7053,10.5505,10.3659
30720,8192,30,3734.89,3735.39,3733.6,17.2647,10.9622,10.63
30720,8192,50,3773.2,3775.98,3752.9,18.4254,11.9,11.2855
30720,8192,80,3857.23,3858.15,3724.08,19.2838,13.1379,12.3624
30720,8192,100,3901.99,3895.61,3743.07,20.0284,13.9434,12.6799
30720,8192,200,4793.41,4817.39,3731.86,23.6218,18.1307,15.1689
