Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,425.539,427.566,426.977,14.0174,7.82145,7.89444
3072,8192,2,433.699,433.496,434.512,15.3176,9.42805,9.24954
3072,8192,3,433.914,437.25,434.57,15.7386,9.65432,9.61194
3072,8192,5,442.934,441.855,438.645,16.0542,10.4448,10.4993
3072,8192,10,462.23,479.953,468.84,19.217,12.7861,12.9396
3072,8192,12,491.359,496.828,491.941,19.5083,14.3942,14.4132
3072,8192,20,588.43,571.809,483.977,22.3164,17.0393,16.7682
3072,8192,30,677.609,672.152,497.84,25.8938,20.295,19.5914
3072,8192,50,808.16,847.383,502.418,32.8035,26.5414,24.6435
3072,8192,80,1019.42,1001.71,510.414,40.4313,35.6428,31.5898
3072,8192,100,1186.07,1155.62,515.496,43.5253,40.3695,36.6892
3072,8192,200,1639.69,1591.89,506.609,51.6191,52.4202,48.3476
