Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,974.27,974.977,976.555,14.5647,8.10998,8.15976
7680,8192,2,976.688,974.074,978.387,15.6898,9.56283,9.56112
7680,8192,3,977.809,979.266,975.914,15.9689,9.77307,9.79479
7680,8192,5,987.34,984.836,986.664,15.9834,9.93802,9.96904
7680,8192,10,1008.34,991.867,1005.07,17.3808,11.1073,11.1551
7680,8192,12,1005.17,1011.7,1014.6,18.0649,11.8189,11.9922
7680,8192,20,1027.7,1025.87,1012.09,19.0775,13.2172,12.625
7680,8192,30,1107.64,1107.73,1006.27,20.6415,15.062,14.2513
7680,8192,50,1260.6,1279.8,1034.02,23.4129,18.2153,16.278
7680,8192,80,1551.59,1545.85,1020.78,27.7298,22.6642,19.9473
7680,8192,100,1715.18,1722.8,1020.78,31.0332,25.8398,22.0882
7680,8192,200,2446.78,2469.07,1026.14,39.6962,36.8659,31.2456
