Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
768,8192,1,0.003,1.135,1.076,1.084
768,8192,2,0.002,0.931,0.925,0.919
768,8192,3,0.002,0.934,0.921,0.923
768,8192,5,0.002,0.943,0.947,0.94
768,8192,10,0.002,1.031,1.011,0.996
768,8192,12,0.002,1.094,1.078,1.097
768,8192,20,0.002,1.236,1.276,1.199
768,8192,30,0.002,1.477,1.457,1.383
768,8192,50,0.002,1.954,1.858,1.632
768,8192,80,0.003,2.704,2.611,2.151
768,8192,100,0.003,3.35,3.047,2.618
768,8192,200,0.005,6.69,6.258,4.61
