Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
10752,8192,1,0.002,14.303,14.156,14.287
10752,8192,2,0.002,11.418,11.288,11.285
10752,8192,3,0.002,11.274,11.146,11.144
10752,8192,5,0.002,11.224,11.147,11.111
10752,8192,10,0.002,11.256,11.226,11.145
10752,8192,12,0.002,11.335,11.284,11.233
10752,8192,20,0.002,11.675,11.54,11.393
10752,8192,30,0.002,11.814,11.613,11.48
10752,8192,50,0.002,12.338,12.087,11.809
10752,8192,80,0.003,12.994,12.866,12.143
10752,8192,100,0.003,13.54,13.334,12.395
10752,8192,200,0.006,16.781,16.881,13.728
