Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,142.973,145.5,145.418,12.3293,6.95269,6.95374
768,8192,2,153.016,153.445,151.457,13.0767,8.57829,8.24631
768,8192,3,173.77,172.836,165.297,14.1125,9.47536,10.1367
768,8192,5,196.336,196.148,196.371,17.4883,11.6563,12.1352
768,8192,10,248.09,259.598,245.062,25.0792,19.5454,20.1675
768,8192,12,275.867,275.332,270.102,29.1759,24.7521,24.1458
768,8192,20,365.191,371.691,276.242,35.2031,29.4899,28.814
768,8192,30,436.258,460.246,299.844,41.7568,36.7188,37.5474
768,8192,50,508.758,567.773,292.199,51.4173,46.8609,40.8567
768,8192,80,668.25,676.906,289.738,58.1133,55.5278,50.0848
768,8192,100,745.98,730.895,296.133,63.7506,58.7703,57.2407
768,8192,200,870.59,1248.94,290.133,63.3336,68.6243,68.048
