Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.68,6016.77,6019.07,14.9828,8.29284,8.29192
50688,8192,2,6033.67,6031.44,6032.01,15.9823,9.54907,9.56303
50688,8192,3,6046.02,6046.01,6045.78,16.0214,9.53731,9.55462
50688,8192,5,6066.42,6073.81,6071.57,16.021,9.6235,9.61401
50688,8192,10,6070.77,6066.86,6067.12,16.2459,9.7582,9.7997
50688,8192,12,6100.57,6093.08,6103.56,16.2177,9.90121,9.93287
50688,8192,20,6058.62,6058.27,6079.75,16.4832,10.0711,10.0329
50688,8192,30,6079.58,6071.56,6047.47,16.7289,10.3875,10.2121
50688,8192,50,6152.41,6152.06,6096.35,17.159,10.8171,10.6329
50688,8192,80,6211.24,6213.86,6082.04,17.9466,11.66,11.0518
50688,8192,100,6261.6,6210.54,6090.66,18.4932,12.217,11.3296
50688,8192,200,6681.78,6667.03,6107.2,20.8577,14.5843,12.9214
