Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,975.738,974.387,976.5,14.5925,8.13876,8.15035
7680,8192,2,974.695,974.848,976.258,15.6641,9.56154,9.63146
7680,8192,3,976.555,974.426,975.344,16.0903,9.67651,9.74326
7680,8192,5,988.836,988.176,982.828,16.08,10.0113,10.0419
7680,8192,10,1000.53,1003.24,1008.38,17.2136,11.2739,11.7013
7680,8192,12,1006.56,1008.43,1013.92,17.5879,11.6244,12.0741
7680,8192,20,1023.17,1032.23,1019.69,18.7985,12.8686,12.5808
7680,8192,30,1123.37,1121.55,1013.52,20.6921,14.9999,13.9216
7680,8192,50,1284.35,1280.53,1014.12,23.8119,18.4281,16.4712
7680,8192,80,1531.5,1548.01,1023.3,27.6936,22.3692,20.1013
7680,8192,100,1714.77,1730.81,1028.26,30.8487,24.9872,21.2352
7680,8192,200,2536.2,2465.79,1051.68,38.801,37.1496,31.2413
