Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.81,1335.21,1336.68,14.6644,8.188,8.19549
10752,8192,2,1333.95,1332.42,1336.79,15.7178,9.5809,9.65833
10752,8192,3,1346.19,1351.71,1345.79,15.9523,9.67442,10.358
10752,8192,5,1343.23,1345.26,1339.22,16.165,9.904,9.80913
10752,8192,10,1346.68,1359.86,1364.66,16.841,10.7717,10.7078
10752,8192,12,1361.18,1368.63,1363.33,17.2368,11.3503,11.3191
10752,8192,20,1369.89,1378.87,1379.36,18.3539,12.0657,11.8404
10752,8192,30,1410.28,1421.75,1372.8,19.457,13.5149,12.7039
10752,8192,50,1569.51,1578.11,1399.18,21.783,15.7677,14.7756
10752,8192,80,1828.66,1840.53,1387.13,24.7244,19.0274,16.7525
10752,8192,100,2008.55,2009.42,1394.51,27.1231,21.5645,18.4265
10752,8192,200,2819.6,2819.57,1402.68,34.9919,30.7901,25.494
