Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,425.734,425.742,428.562,14.1022,8.58907,8.03843
3072,8192,2,434.352,434.758,434.387,15.3436,9.51002,9.25922
3072,8192,3,434.594,437.02,439.41,15.6291,9.62648,9.92888
3072,8192,5,439.215,440.969,445.133,16.2304,10.3564,10.3665
3072,8192,10,475.129,487.711,472.941,19.3798,13.5024,12.8788
3072,8192,12,507.617,496.523,492.543,19.8292,14.9216,14.1046
3072,8192,20,583.578,584.66,494.406,22.2422,16.9266,15.8093
3072,8192,30,683.188,674.445,512.406,25.1453,20.5148,19.9571
3072,8192,50,826.711,827.535,508.52,32.3979,27.4977,24.1451
3072,8192,80,1002.71,995.301,506.75,40.2202,35.6009,30.5656
3072,8192,100,1181.64,1127.1,508.887,47.6516,41.6769,35.9188
3072,8192,200,1638.12,1684.12,520.578,54.1014,53.5846,48.889
