Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,972.23,975.137,976.223,14.5864,8.15573,8.12994
7680,8192,2,977.039,973.762,975.906,15.7074,9.58094,9.56137
7680,8192,3,978.879,976.914,975.602,15.7899,9.66031,9.6948
7680,8192,5,987.859,985.41,989.309,16.2786,9.87249,10.0099
7680,8192,10,1006.48,986.516,999.543,17.6796,11.2295,11.09
7680,8192,12,1010.64,1003.11,1014.93,17.7801,11.935,11.5482
7680,8192,20,1024.52,1026.61,1007.95,19.17,13.0697,12.8864
7680,8192,30,1130.64,1121.22,1016.45,20.6198,14.8031,13.7399
7680,8192,50,1291.35,1274.62,1020.77,23.5379,18.0772,16.5672
7680,8192,80,1551.8,1540.89,1027.66,27.879,22.7304,19.7723
7680,8192,100,1707.4,1737.09,1030.28,30.3829,24.9347,21.0676
7680,8192,200,2459.48,2433.93,1031.08,40.2948,36.9491,31.1728
