Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,145.277,145.195,143.414,12.3951,6.8693,6.83102
768,8192,2,153.012,153.551,152.633,12.9774,8.57852,8.58536
768,8192,3,167.562,166.625,173.379,14.4601,9.27521,9.4844
768,8192,5,197.453,198.367,193.23,16.8175,10.9364,11.4432
768,8192,10,256.227,244.074,259.18,25.7126,19.4816,20.0409
768,8192,12,271.934,279.461,278.125,28.8066,24.3529,22.8112
768,8192,20,370.344,361.258,284.508,34.2012,28.6667,27.894
768,8192,30,460.398,428.203,299.703,42.1186,41.135,35.0746
768,8192,50,539.66,521.973,289.25,47.3496,45.623,40.903
768,8192,80,644.656,673.246,288.137,58.1095,51.4334,50.8992
768,8192,100,760.086,749.09,298.035,57.9031,63.1307,57.522
768,8192,200,1074.3,990.242,303.867,64.7405,72.9744,61.4396
