Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
30720,8192,1,3674.72,3674.81,3676.86,14.8617,8.27001,8.28083
30720,8192,2,3690.24,3689.32,3691.48,15.8797,9.61812,9.54528
30720,8192,3,3706.2,3701.77,3711.73,15.9808,9.64724,9.59315
30720,8192,5,3692.17,3686.85,3693.01,16.0233,9.70203,9.68369
30720,8192,10,3720.01,3720.17,3716.32,16.3852,10.0516,9.98903
30720,8192,12,3729.55,3746.41,3742.18,16.4264,10.0972,10.2319
30720,8192,20,3727.48,3730.05,3714.03,16.692,10.4997,10.4224
30720,8192,30,3733.77,3733.58,3742.6,17.2303,10.9542,10.6143
30720,8192,50,3773.15,3776.13,3750.02,18.1581,11.8256,11.3053
30720,8192,80,3853.47,3853.58,3731.45,19.3234,13.172,12.2373
30720,8192,100,3898.62,3897.32,3746.17,20.0555,14.2334,12.6845
30720,8192,200,4784.46,4809.29,3750.46,23.9101,18.0682,15.3834
