Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1333.25,1335.97,1335.82,14.691,8.21779,8.21307
10752,8192,2,1333.29,1333.2,1333.59,15.6484,9.55015,9.48003
10752,8192,3,1352.29,1345.96,1350.47,15.9009,9.62647,9.47436
10752,8192,5,1355.06,1355.11,1355.24,16.1726,9.82398,9.94404
10752,8192,10,1363.74,1365.55,1366.85,16.8085,10.8422,10.5949
10752,8192,12,1362.11,1360.89,1370.08,17.2929,11.1621,10.9603
10752,8192,20,1374.96,1374.39,1383.88,18.2613,12.2074,11.8136
10752,8192,30,1413,1417.1,1383.38,19.2323,13.4796,12.838
10752,8192,50,1581.12,1573.1,1389.77,22.0293,15.697,14.3522
10752,8192,80,1853.95,1851.78,1389.4,25.018,19.5766,16.9203
10752,8192,100,2016.14,2009.32,1397.39,26.9875,21.6931,18.4389
10752,8192,200,2815.67,2806.93,1406.67,34.943,31.0114,25.4382
