Image Height (pixels),Image Width (pixels),Number of Simultaneous Processors,Initialization Time (s),Whole-Level (s),LevelByLevel (s),Taskflow (s)
30720,8192,1,0.002,43.126,42.294,41.531
30720,8192,2,0.002,33.817,33.482,33.787
30720,8192,3,0.002,33.813,33.611,33.441
30720,8192,5,0.002,33.843,33.347,33.514
30720,8192,10,0.002,33.828,33.521,33.504
30720,8192,12,0.002,33.814,33.55,33.617
30720,8192,20,0.002,34.117,33.925,33.845
30720,8192,30,0.003,34.255,34.056,33.998
30720,8192,50,0.002,34.825,34.465,34.211
30720,8192,80,0.004,35.604,35.331,34.536
30720,8192,100,0.004,36.034,35.97,34.883
30720,8192,200,0.007,39.849,39.412,36.293
