Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6019.03,6017.08,6017.51,14.5447,8.29909,8.29473
50688,8192,2,6033.83,6031.14,6034.98,15.9948,9.5411,9.57199
50688,8192,3,6046.68,6043.95,6045.33,15.9761,9.56616,9.568
50688,8192,5,6066.58,6068.18,6069.02,16.0935,9.60827,9.62511
50688,8192,10,6074.78,6076.45,6071.48,16.298,9.76392,9.76092
50688,8192,12,6094.73,6102.62,6094.46,16.269,9.90393,9.90473
50688,8192,20,6055.53,6056.88,6075.11,16.4211,10.1229,10.0138
50688,8192,30,6071.09,6077.63,6061.65,16.7111,10.4117,10.2229
50688,8192,50,6147.56,6148.8,6095.7,17.2677,10.8857,10.5606
50688,8192,80,6162.04,6169.26,6065.79,17.9388,11.6953,11.0861
50688,8192,100,6206.73,6211.64,6113.94,18.4585,12.1287,11.4194
50688,8192,200,6680.48,6663.39,6109.54,20.6907,14.6032,12.8556
