Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.25,1335.72,1336.64,14.1406,8.19742,8.19233
10752,8192,2,1333.8,1334.12,1332.97,15.8893,9.57686,9.63472
10752,8192,3,1352.01,1349.88,1348.62,15.9608,9.6691,9.68439
10752,8192,5,1341.58,1357.06,1359.74,16.0908,9.93584,9.80106
10752,8192,10,1366.87,1358.11,1368.43,17.0393,10.6441,10.7766
10752,8192,12,1369.24,1370.92,1355.77,17.3442,11.0003,11.1864
10752,8192,20,1376.84,1374.91,1371.18,18.278,12.2758,11.5805
10752,8192,30,1396.5,1423.32,1380.8,19.4134,13.3264,12.9599
10752,8192,50,1578.49,1572.8,1389.88,21.8224,15.9985,14.2326
10752,8192,80,1836.68,1842.42,1394.45,24.8174,19.2461,16.8019
10752,8192,100,2013.73,2002.02,1389.3,27.3135,21.4648,18.3305
10752,8192,200,2849.94,2857.79,1414.02,34.9022,31.0447,25.8291
