Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
3072,8192,1,427.43,425.812,426.75,13.8104,7.85075,7.90356
3072,8192,2,434.551,434.316,434.98,15.4904,9.26342,9.37116
3072,8192,3,433.285,437.258,438.84,15.8211,9.62237,9.61276
3072,8192,5,437.188,438.723,443.422,16.55,10.4445,10.1447
3072,8192,10,474.207,463.188,481.016,18.7715,13.1754,12.9888
3072,8192,12,493.785,503.809,502.852,20.2869,13.0557,13.8456
3072,8192,20,583.27,582.863,498.23,22.5354,17.1448,16.4634
3072,8192,30,677.547,681.211,501.121,26.4943,20.469,18.8932
3072,8192,50,842.66,799.73,510.238,32.1829,25.9127,25.0196
3072,8192,80,1039.88,1047.75,509.121,39.7272,35.7811,31.5156
3072,8192,100,1156.45,1115.86,514.309,44.0753,36.7449,36.1352
3072,8192,200,1601.91,1533.22,504.023,50.9777,52.9629,49.3823
