Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
768,8192,1,145.07,145.059,145.617,10.9851,6.97336,6.81003
768,8192,2,154.09,154.699,152.906,13.9755,8.1623,8.79006
768,8192,3,167.527,162.273,168.137,15.3032,9.78077,9.59403
768,8192,5,187.016,190.836,187.043,17.5333,11.2189,12.1913
768,8192,10,242.074,261.574,248.695,26.6354,20.4095,26.9158
768,8192,12,286.699,278.41,276.637,28.1603,23.1492,23.021
768,8192,20,366.984,365.305,275.32,35.5771,30.2206,29.2891
768,8192,30,439.852,442.168,283.969,42.9715,40.9484,34.452
768,8192,50,533.152,540.477,287.738,46.8078,48.0126,42.2261
768,8192,80,639.273,659.328,285.535,55.7843,55.4404,50.1831
768,8192,100,749.707,748.055,286.984,62.9613,61.3529,52.9846
768,8192,200,1075.06,1028.13,289.109,62.9571,66.9707,62.8483
