Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
7680,8192,1,974.293,973.848,974.316,14.1443,8.15008,8.14526
7680,8192,2,975.996,974.688,975.582,15.5659,9.43038,9.55128
7680,8192,3,976.207,979.594,979.449,15.6906,9.54037,9.84696
7680,8192,5,985.934,991.008,988.266,15.6808,9.94783,10.0929
7680,8192,10,998.254,990.797,1006.65,17.269,11.3177,11.2796
7680,8192,12,1011.42,1011.35,1012.8,17.754,11.866,11.6909
7680,8192,20,1027.88,1030.69,1022.77,19.1462,13.0838,12.6424
7680,8192,30,1123.98,1119,1018.54,20.4868,14.8125,14.1108
7680,8192,50,1282,1289.05,1028.93,23.8209,18.1337,16.6405
7680,8192,80,1539.72,1541.47,1029.97,28.1378,22.2758,19.7374
7680,8192,100,1706.37,1726.38,1023.47,30.7086,25.5123,21.6061
7680,8192,200,2456.48,2535.07,1045.99,40.5265,36.2972,31.0814
