Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6019.17,6018.03,6018.48,14.9781,8.29866,8.30108
50688,8192,2,6033.82,6031.96,6032.75,16.0319,9.54054,9.49329
50688,8192,3,6045.42,6049.89,6047.16,15.9929,9.5671,9.53271
50688,8192,5,6074.75,6071.43,6066.18,16.0715,9.59788,9.65536
50688,8192,10,6080.39,6076.5,6069.24,16.1853,9.80299,9.73862
50688,8192,12,6090.54,6101.99,6100.44,16.2603,9.87719,9.87531
50688,8192,20,6059.09,6057.11,6073.16,16.4683,10.0869,10.0314
50688,8192,30,6080.57,6082.93,6064.82,16.7399,10.4034,10.1889
50688,8192,50,6146.84,6148.38,6114.63,17.205,10.8578,10.6315
50688,8192,80,6180.53,6224.09,6091.51,17.9585,11.6901,11.0643
50688,8192,100,6200.61,6213.01,6111.42,18.3581,12.1843,11.3725
50688,8192,200,6666.82,6669.87,6105.38,20.6789,14.5675,12.9468
