Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
10752,8192,1,1335.97,1334.89,1335.72,14.661,8.19028,8.20467
10752,8192,2,1333.63,1332.44,1332.71,15.7299,9.54847,9.61067
10752,8192,3,1348.23,1347.54,1349.09,15.9406,9.75584,9.67111
10752,8192,5,1358.64,1359.82,1344.73,16.0462,9.89274,9.94022
10752,8192,10,1369.26,1352.58,1357.8,16.9583,10.6623,10.8335
10752,8192,12,1355.93,1363.16,1366.71,17.3061,11.1979,11.1831
10752,8192,20,1377.86,1375.93,1371.97,18.0858,12.1543,11.9152
10752,8192,30,1408.14,1413.77,1370.31,19.743,13.4397,12.8084
10752,8192,50,1578.35,1586.2,1385.41,21.4854,15.8341,14.4419
10752,8192,80,1839.27,1841.42,1385.23,24.8322,19.1008,16.7597
10752,8192,100,2034.6,1996.58,1378.91,26.8627,21.1281,18.379
10752,8192,200,2832.28,2817.03,1412.28,34.8248,30.7672,25.3634
