Image Height (pixels),Image Width (pixels),Replication Count,Whole-Level Memory (MB),LevelByLevel Memory (MB),Taskflow Memory (MB),Whole-Level CPU (%),LevelByLevel CPU (%), Taskflow CPU (%)
50688,8192,1,6018.07,6017.72,6017.66,14.9745,8.30118,8.29448
50688,8192,2,6034.1,6033.93,6034.62,16.0145,9.54961,9.59717
50688,8192,3,6045.24,6045.86,6050.07,15.9866,9.58833,9.57687
50688,8192,5,6063.61,6065.28,6073.48,16.073,9.59823,9.63737
50688,8192,10,6077.86,6064.78,6077.7,16.2415,9.76988,9.98144
50688,8192,12,6098.21,6106.4,6105.93,16.2976,9.85514,9.92067
50688,8192,20,6058.92,6056.78,6081.71,16.4918,10.1343,10.0318
50688,8192,30,6083.76,6077.6,6058.66,16.6872,10.4108,10.2351
50688,8192,50,6149.4,6155.17,6107.47,17.0957,10.82,10.5326
50688,8192,80,6166.7,6171.1,6079.96,17.9918,11.6147,11.09
50688,8192,100,6205.32,6213.79,6121.04,18.4053,12.1613,11.4508
50688,8192,200,6671.23,6665.73,6109.92,20.7131,14.6885,12.5384
